,sentence1,sentence2,predicted_score,score
346,"['Some people are in the snow, wearing clothes that provide camouflage']",['Two people are walking two dogs with golden coats in the snow'],0.5063628554344177,2.7
347,"['Two people are in the snow, wearing clothes that provide camouflage']",['Two men are walking two dogs with golden coats in the snow'],0.3527722954750061,3.2
348,"['Two people are in the snow, wearing clothes that provide camouflage']",['Two people are walking two dogs with golden coats in the snow'],0.47792848944664,2.7
349,['There is no girl wearing a t-shirt and keeping her mouth open'],"['A girl from Asia, in front of a brick window, looks surprised']",0.258869469165802,2.2
350,"['A girl from Asia, in front of a window made of bricks, looks surprised']",['A girl is wearing a t-shirt and has her mouth open.'],0.3436427414417267,2.4
351,"[""A girl from Asia, in front of a brick window, doesn't look surprised""]",['A girl is wearing a t-shirt and has her mouth open.'],0.38540005683898926,2.1
352,['A person in biking gear is standing steadily in front of some mountains '],['The mountain gear is steadily placed in front of the standing biker'],0.7937760949134827,3.6
353,['There is no person in bike gear standing steadily in front of the mountains'],['A group of people is equipped with protective gear'],0.20096971094608307,2.3
354,['A group of people is equipped with gear used for protection'],['A person in biking gear is standing steadily in front of some mountains '],0.23735155165195465,2.0
355,['A group of people is equipped with unprotective gear'],['A person in biking gear is standing steadily in front of some mountains '],0.21911105513572693,2.0
356,['The little kid is playing football and falling harmlessly into the grass'],['The little kid is playing football and falling into the grass'],0.9601656198501587,4.6
357,['There is no little kid playing football and falling into the grass'],['The little kid is playing football and falling into the grass'],0.6284410953521729,4.1
358,['The football is between the feet of a boy who is lying on the grass'],['The little kid is playing football and falling into the grass'],0.5753682851791382,3.5
359,['The football is between the feet of a boy who is lying on the grass'],['The little kid is playing football and falling into the grass'],0.5753682851791382,3.7
360,"['A man with equipment used for climbing is hanging from a white, vertical rock.']","['A man with equipment used for climbing is under a vertical, white rock']",0.8438693284988403,3.9
361,['A woman with a ponytail is climbing down a wall of rock'],['A woman with a ponytail is climbing a wall of rock'],0.9756139516830444,4.085
362,['A woman with a ponytail is climbing a wall of rock'],['A woman is tailing a pony near a rock climbing wall'],0.722549319267273,2.9
363,"['A man with equipment used for climbing is hanging from a white, vertical rock.']",['A woman with pigtails is climbing a rock wall'],0.3807198107242584,2.1
364,['A woman is tailing a pony near a rock climbing wall'],"['A man with equipment used for climbing is hanging from a white, vertical rock.']",0.3083028197288513,1.8
365,['A woman with a ponytail is climbing a wall of rock'],"['The climbing equipment to rescue a man is hanging from a white, vertical rock']",0.36422625184059143,1.8
366,"['A man with equipment used for climbing is hanging from a white, vertical rock.']",['A woman with a ponytail is climbing a wall of rock'],0.4170680642127991,2.7
367,['A black and a white dog are joyfully running on the grass'],['A black person in white is joyfully running with the dog on the grass'],0.7564072012901306,2.4
368,['One white dog and one black one are sitting side by side on the grass'],['One white dog and one black one are running side by side on the grass'],0.8451921343803406,3.7
369,['One white dog and one black one are cheerfully running side by side on the grass'],['A black and a white dog are joyfully running on the grass'],0.8342077136039734,4.4
370,['One white dog and one black one are sitting side by side on the grass'],['A black and a white dog are joyfully running on the grass'],0.61745685338974,4.115
371,['A black person in white is joyfully running with the dog on the grass'],['One white dog and one black one are running side by side on the grass'],0.5707039833068848,2.3
372,['A lot of people are in an ice skating park'],['Not a lot of people are in an ice skating park'],0.8387690186500549,3.9
373,['Many people are skating in an ice park'],['A lot of people are in an ice skating park'],0.9483012557029724,3.9
374,['The ice skating rink placed outdoors is full of people'],['An ice skating rink placed outdoors is full of people'],0.9945615530014038,4.9
375,['An ice skating rink placed outdoors is empty'],['An ice skating rink placed outdoors is full of people'],0.7541016340255737,3.6
376,['An ice skating rink placed outdoors is full of people'],['An ice skater is outdoors performing on a rink full of people'],0.8119187951087952,4.0
377,['The ice skating rink placed outdoors is full of people'],['A lot of people are in an ice skating park'],0.8052362203598022,4.2
378,['A lot of people are in an ice skating park'],['An ice skater is outdoors performing on a rink full of people'],0.7238249182701111,3.5
379,['An ice skating rink placed outdoors is full of people'],"[""There aren't many people in the ice skating park""]",0.7306463122367859,3.6
380,['An ice skating rink placed outdoors is full of people'],['A lot of people are in an ice skating park'],0.8025195598602295,4.5
381,"['A girl in a uniform, which is blue, is lowering her arm']","['A girl in a uniform, which is blue, is raising her arm.']",0.9295297861099243,3.4
382,['A girl is raising a blue uniform with her arm'],"['A girl in a uniform, which is blue, is raising her arm.']",0.9654248952865601,3.3
383,['The girl in the blue and white uniform is cheering'],['Some cheers are being performed by the girl in the blue and white uniform'],0.8591933250427246,4.9
384,"[""The girl in the blue and white uniform isn't cheering""]",['The girl in the blue and white uniform is cheering'],0.817338228225708,4.1
385,['Some cheers are being performed by the girl in the blue and white uniform'],"['A girl in a uniform, which is blue, is raising her arm.']",0.6303022503852844,4.2
386,['The girl in the blue and white uniform is cheering'],"['A girl in a uniform, which is blue, is lowering her arm']",0.6483752727508545,3.4
387,['A girl is raising a blue uniform with her arm'],['The girl in the blue and white uniform is cheering'],0.7143017053604126,3.2
388,"['A girl in a uniform, which is blue, is raising her arm.']",['The girl in the blue and white uniform is cheering'],0.6899473667144775,3.3
389,['People are on a beach full of sand by the ocean and are enjoying a sunny day'],['People are on a beach full of sand by the ocean and are enjoying a day full of sun'],0.9561296701431274,4.8
390,['People are far from a beach full of sand by the ocean and are suffering from the sunny day'],['People are on a beach full of sand by the ocean and are enjoying a sunny day'],0.8655574917793274,2.9
391,['People are far from a beach full of sand by the ocean and are suffering from the sunny day'],['A bunch of people is on the shore'],0.526351273059845,2.8
392,['People are on a beach full of sand by the ocean and are enjoying a sunny day'],['A bunch of people is on the shore'],0.5519722104072571,3.8
393,['The man is doing a wheelie with a motorbike in a field which is mostly barren'],['The man is doing a wheelie with a motorcycle on ground which is mostly barren'],0.826161801815033,4.4
394,['The man is doing a wheelie with a motorcycle on ground which is mostly barren'],"['The man is on ground which is mostly barren, filming a wheelie done with a motorcycle.']",0.8323014378547668,3.5
395,['A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle'],['The man is getting off a motorcycle onto ground which is mostly barren'],0.44638651609420776,3.5
396,['A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle'],['The man is doing a wheelie with a motorcycle on ground which is mostly barren'],0.5838642716407776,4.1
397,['A man in a blue jumpsuit is failing to perform a wheelie on a motorcycle'],['The man is doing a wheelie with a motorcycle on ground which is mostly barren'],0.5757240653038025,3.4
398,['The man is doing a wheelie with a motorcycle on ground which is mostly barren'],['A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit'],0.5437189340591431,3.6
399,['Two people are arguing near a crowd'],['Two people are kissing near a crowd'],0.538293182849884,3.0
400,['Two people are passionately kissing near a crowd'],['A woman is being kissed by a man'],0.6371187567710876,4.0
401,['Two people are kissing near a crowd'],['A lady is being kissed by a man'],0.5674430727958679,4.1
402,['Two people are kissing near a crowd'],['A woman is being kissed by a man'],0.630750834941864,4.0
403,['The young girl is blowing a bubble that is huge'],['The young girl is blowing a bubble that is very small'],0.9524852633476257,3.7
404,['The young girl is blowing a bubble that is huge'],"[""The girl in a dyed red shirt isn't blowing a bubble""]",0.5846193432807922,3.3
405,"[""A bubble blew, dyeing the girl's shirt red.""]",['The young girl is blowing a bubble that is huge'],0.6298531293869019,3.0
406,['A young child is barefoot and is walking past a puddle full of mud'],['A young child is wearing green boots and playing in a puddle full of mud'],0.6590216159820557,3.5
407,['A young child is wearing green boots and playing in a puddle full of mud'],['Some green boots in a puddle full of mud are targeted by a playful young child wearing a scarf'],0.8833528757095337,3.0
408,['A young child is wearing green boots and playing in a puddle full of mud'],['A little boy is jumping into a puddle in the street'],0.47650274634361267,3.8
409,['A little boy is jumping into a puddle on the street'],['A young child is wearing boots made of green rubber and playing in a puddle full of mud'],0.4787549674510956,4.2
410,['A young child is barefoot and is walking past a puddle full of mud'],['A little boy is jumping into a puddle on the street'],0.46719983220100403,2.9
411,['Some green boots in a puddle full of mud are targeted by a playful young child wearing a scarf'],['A little boy is jumping into a puddle on the street'],0.46957457065582275,2.6
412,"['Two toddlers are sleeping in a wagon, which is really small']","['Two toddlers are eating corndogs in a wagon, which is really small']",0.6553340554237366,3.4
413,['Two toddlers are eating on a really small wagon full of corndogs '],"['Two toddlers are eating corndogs in a wagon, which is really small']",0.9631969928741455,3.9
414,['Two young kids are eating corndogs'],['Two young children are eating corndogs'],0.9827860593795776,4.9
415,"['Two toddlers are eating corndogs in a wagon, which is really small']",['Two young children are eating corndogs'],0.7279588580131531,4.5
416,"['Some corndogs are being eaten by two toddlers who are in a wagon, which is really small']",['Two young kids are eating corndogs'],0.6579173803329468,4.3
417,"['Two toddlers are sleeping in a wagon, which is really small']",['Two young kids are eating corndogs'],0.19326499104499817,1.6
418,"['Two toddlers are eating corndogs in a wagon, which is really small']",['Two young kids are eating corndogs'],0.7091359496116638,4.3
419,['A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face'],['A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny'],0.9900686144828796,5.0
420,"['A man in a shirt dyed purple is walking away from a man in a black shirt, who is serious']",['A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face'],0.646477997303009,3.4
421,['A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face'],"['A man in a purple shirt is dying another shirt black, which has a man looking at a dog doing a funny face painted on it.']",0.6495510935783386,3.0
422,['A man in a pose is being amusedly watched by another man'],['A man doing a pose is being watched by another man'],0.8569772839546204,4.6
423,['A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face'],['There is no man in a pose being watched by another man'],0.33528387546539307,3.6
424,['A man doing a pose is being watched by another man'],"['A man in a shirt dyed purple is walking away from a man in a black shirt, who is serious']",0.29130128026008606,2.8
425,['A horse is tossing the cowboy wearing pants of blue and red color'],['The cowboy in blue and red pants is being tossed by a horse'],0.9220483303070068,4.9
426,['A horse is tossing the cowboy wearing pants of blue and red color'],['The cowboy is tossing the blue and red pants towards the horse'],0.91462242603302,2.9
427,['A man is laying a cover over a wild horse that is falling on the track'],['A man is falling off a horse on a track and is laid in the wild'],0.7908723950386047,3.0
428,['A man is abruptly falling off a horse on a track laid in the wild'],['A horse is tossing the cowboy wearing pants of blue and red color'],0.41641876101493835,3.4
429,['A man is falling off a horse on a track and is laid in the wild'],['The cowboy is tossing the blue and red pants towards the horse'],0.3673259913921356,2.2
430,['A man is falling off a horse on a track and is laid in the wild'],['A horse is tossing the cowboy wearing pants of blue and red color'],0.4380650818347931,2.7
431,"['The man and the boy are standing at the bottom of the stairs, which are outdoors']","['A man and a boy are standing at the bottom of some stairs, which are outdoors']",0.9740227460861206,5.0
432,"['The man and the boy are standing at the bottom of the stairs, which are outdoors']",['The man is standing outdoor and the boy is falling over the bottom of the stairs'],0.8032485842704773,3.3
433,['An adult is in the amphitheater and is talking to a boy'],['The man is standing outdoor and the boy is falling over the bottom of the stairs'],0.16635984182357788,2.0
434,['There is no adult in the amphitheater talking to a boy'],"['The man and the boy are standing at the bottom of the stairs, which are outdoors']",0.20891687273979187,2.2
435,"['The man and the boy are standing at the bottom of the stairs, which are outdoors']",['An adult is in the amphitheater and is talking to a boy'],0.2126263827085495,1.8
436,['A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera'],"['A boy in a red shirt is behind a long blue wall and is lowering an eyebrow, facing the camera']",0.8869638442993164,4.0
437,['There is no boy standing in front of the blue building in the space reserved for handicapped people'],['A boy is standing in front of the blue building in the space reserved for handicapped people'],0.7529149651527405,4.1
438,['A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera'],['There is no boy standing in front of the blue building in the space reserved for handicapped people'],0.2725495994091034,2.0
439,['A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera'],['A boy is standing in front of the blue building in the space reserved for handicapped people'],0.3552383482456207,2.4
440,"['The Jockeys are riding horses on the field, which is completely green']","['The Jockeys are racing horses on the field, which is completely green']",0.9709169268608093,4.7
441,"['The Jockeys are racing horses on the field, which is completely green']","['The Jockeys are slowing down their horses on the field, which is completely green']",0.8919883966445923,4.2
442,['The green field for horse races is completely full of Jockeys'],"['The Jockeys are racing horses on the field, which is completely green']",0.8550882339477539,4.0
443,['Some furious racers on the green grass are yelling at the horses jumping an obstacle'],"['The Jockeys are racing horses on the field, which is completely green']",0.5444633364677429,2.8
444,['Some horses are racing furiously over the green grass and jumping an obstacle'],"['The Jockeys are slowing down their horses on the field, which is completely green']",0.6372478008270264,3.0
445,['Some horses are racing furiously over the green grass and jumping an obstacle'],['The green field for horse races is completely full of Jockeys'],0.5073423981666565,3.9
446,['A woman is wearing sunglasses of large size and is holding newspapers in both hands'],['The woman is wearing sunglasses of large size and is holding newspapers in both hands'],0.996590793132782,5.0
447,['A woman is wearing sunglasses of large size and is holding newspapers in both hands'],['There is no woman wearing sunglasses of large size and holding newspapers in both hands'],0.6571066975593567,3.8
448,['An old woman is wearing a shirt with a rose pattern upon it and is clumsily carrying two newspapers'],['A woman is wearing sunglasses of large size and is holding newspapers in both hands'],0.5541033744812012,3.6
449,['An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers'],['The woman is wearing sunglasses of large size and is holding newspapers in both hands'],0.558348536491394,3.5
450,['An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers'],['There is no woman wearing sunglasses of large size and holding newspapers in both hands'],0.4749140441417694,3.0
451,['An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers'],['A woman is wearing sunglasses of large size and is holding newspapers in both hands'],0.5656871795654297,3.8
452,['A person who is practicing snowboarding falls from the air'],['A person who is practicing snowboarding jumps into the air'],0.8287254571914673,3.5
453,['The snowboarder is leaping over white snow'],['A leap over white snow is greatly appealing to the snowboarders'],0.7324090600013733,3.2
454,['The snowboarder is leaping fearlessly over white snow'],['A person who is practicing snowboarding jumps into the air'],0.62734055519104,3.9
455,"[""A practicing jumper is tossing a person's snowboard into the air""]",['The snowboarder is leaping over white snow'],0.5330292582511902,2.8
456,['The snowboarder is leaping over white snow'],['A person who is practicing snowboarding jumps into the air'],0.6222408413887024,4.1
457,"['A dog is near a ball colored in red, which is in the air']",['A dog is near the red ball in the air'],0.9631438255310059,4.9
458,['A dog is near the red ball in the air'],['A dog is far from the red ball in the air'],0.927606463432312,3.6
459,['A dog is jumping in the air to catch a red ball'],['A dog is near the red ball in the air'],0.8305758833885193,4.2
460,"['A dog, which is small, is playing tirelessly on the green grass']","['A dog, which is small, is playing on the green grass']",0.9341616630554199,4.7
461,"['A dog, which is small, is playing on the green grass']","['A dog, which is small, is running out of the green grass']",0.8111366629600525,3.9
462,"['A dog, which is small, is playing on the green grass']",['A small kid is playing with a green toy dog on the grass'],0.8038985729217529,2.8
463,"['A dog, which is small, is running out of the green grass']",['A dog is near the red ball in the air'],0.42110905051231384,2.6
464,['A dog is near the red ball in the air'],['A small kid is playing with a green toy dog on the grass'],0.3460873067378998,1.8
465,"['A dog, which is small, is playing on the green grass']","['A dog is near a ball colored in red, which is in the air']",0.4896600842475891,2.4
466,['A dog is far from the red ball in the air'],"['A dog, which is small, is playing on the green grass']",0.47971972823143005,2.0
467,['A dog is near the red ball in the air'],"['A dog, which is small, is playing on the green grass']",0.49614617228507996,2.7
468,['A man is riding a motorbike in the event related to motocross'],['A person is riding a motorbike in the event related to motocross'],0.887786865234375,4.4
469,['The person is riding a motorbike on a sandy track'],['A man is riding a motorbike in the event related to motocross'],0.49869611859321594,3.6
470,['There is no person riding a motorbike in the event related to motocross'],['The person is riding a motorbike on a sandy track'],0.42743319272994995,3.565
471,['A person is riding a motorbike in the event related to motocross'],"[""The person isn't riding a motorbike on a sandy track""]",0.5355947613716125,3.3
472,['A motorbike rider is jumping over a person on a sandy track'],['A person is riding a motorbike in the event related to motocross'],0.6010751724243164,3.3
473,['The young girl with a pink shirt is peacefully lying on the grass'],"[""The young girl with a pink shirt isn't peacefully lying on the grass""]",0.937958836555481,4.5
474,['A girl is wearing a pink shirt with white writing on it and is lying in the grass'],['The young girl with a shirt dyed pink is peacefully lying on the grass'],0.7946454286575317,4.1
475,['The young girl with a pink shirt is peacefully lying on the grass'],['A girl is naked and is standing on the grass'],0.4572288691997528,3.3
476,['A dog of large size is running on the grass with a tennis ball in its mouth'],['A large dog is running on the grass with a tennis ball in its mouth'],0.9842097759246826,4.7
477,['There is no large dog running on the grass with a tennis ball in its mouth'],['A large dog is running on the grass with a tennis ball in its mouth'],0.6503968834877014,3.5
478,['A large dog is running on the grass with a tennis ball in its mouth'],['A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth'],0.8368598818778992,3.8
479,"['A dog, which is large and gray, is carrying a ball in its mouth and running across the grass']","['A large, gray ball is hitting a running dog, which is carrying some grass in its mouth']",0.8529139757156372,3.1
480,['A large dog is running on the grass with a tennis ball in its mouth'],"['A dog, which is large and gray, is difficultly carrying a ball in its mouth and running across the grass']",0.718825101852417,4.2
481,"['A large, gray ball is hitting a running dog, which is carrying some grass in its mouth']",['A large dog is running on the grass with a tennis ball in its mouth'],0.6918960809707642,2.45
482,"['A dog, which is large and gray, is carrying a ball in its mouth and running across the grass']",['A dog of large size is running on the grass with a tennis ball in its mouth'],0.78411865234375,4.2
483,"['A dog, which is large and gray, is carrying a ball in its mouth and running across the grass']",['There is no large dog running on the grass with a tennis ball in its mouth'],0.554774284362793,3.4
484,['A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth'],"['A dog, which is large and gray, is carrying a ball in its mouth and running across the grass']",0.6754292845726013,3.2
485,"['A dog, which is large and gray, is carrying a ball in its mouth and running across the grass']",['A large dog is running on the grass with a tennis ball in its mouth'],0.7785625457763672,4.4
486,['A man is opening a small package that contains headphones'],['A man is opening a package that contains headphones'],0.9498199224472046,4.9
487,['A man is opening a package that contains headphones'],['A man who is wearing headphones is opening a package '],0.9718714356422424,2.9
488,['There is no woman riding a horse'],['A woman is riding a horse'],0.5504969358444214,2.8
489,['A man who is wearing headphones is opening a package '],['A woman is riding a horse'],-0.14749114215373993,1.2
490,['A woman is riding a horse'],['A man is opening a package that contains headphones'],-0.1539287120103836,1.1
491,['A man is opening a package that contains headphones'],['A man who is wearing headphones is opening a package '],0.9718714356422424,2.8
492,['A man is singing and playing the guitar'],['A man is singing a song and playing the guitar'],0.9671220183372498,4.9
493,['A man is singing a song and playing the guitar'],['A man is opening a package that contains headphones'],0.14654067158699036,1.2
494,['A man is opening a package that contains headphones'],['There is no man singing and playing the guitar'],0.09596028923988342,1.2
495,['A man is singing and playing the guitar'],['A man who is wearing headphones is opening a package '],0.14057250320911407,1.9
496,['A dog is riding a skateboard in a park'],['A dog is riding a skateboard'],0.8333278894424438,4.3
497,['A dog is riding a skateboard'],['There is no dog riding a skateboard'],0.6642705798149109,3.5
498,['A dog is riding a skateboard'],['There is no dog riding a skateboard'],0.6642705798149109,3.2
499,['There is no dog riding a skateboard'],['A dog is riding a skateboard'],0.6642705798149109,3.8
500,['A fish is hunting for a turtle in the sea'],['A sea turtle is hunting for fish'],0.9261242151260376,3.9
501,['The turtle is following the red fish'],['The turtle is following the fish'],0.8711033463478088,4.6
502,['A sea turtle is hunting for fish'],"[""The turtle isn't following the fish""]",0.6017292141914368,3.2
503,['The turtle is following the fish'],['A sea turtle is hunting for food'],0.6677219271659851,3.9
504,['A woman is dipping a shrimp in batter'],['The car is being driven by a man'],-0.12441006302833557,1.4
505,['A woman is dipping a shrimp in batter'],['A man is driving a car'],-0.0809781402349472,1.0
506,['There is no man playing a guitar'],['A man is playing a guitar'],0.5547317862510681,2.8
507,['There is no man playing a piano'],['A man is playing a guitar'],0.34422728419303894,2.5
508,['A man is playing a guitar under a windows'],['A man is playing a piano'],0.3635656535625458,2.4
509,['There is no man playing a guitar'],['A man is playing a piano'],0.2854659855365753,3.2
510,['A woman is adding ingredients to a big bowl'],['A woman is adding ingredients to a bowl'],0.9500059485435486,4.6
511,['A woman is cracking some eggs into a container'],['A woman is adding ingredients to a bowl'],0.41149967908859253,4.3
512,['A woman is cracking some eggs outside a bowl'],['A woman is adding ingredients to a bowl'],0.4404032230377197,3.5
513,['A woman is cracking some eggs into a bowl'],['A woman is adding ingredients to a bowl'],0.5299844145774841,4.1
514,['There is no woman slicing a carrot'],['A woman is slicing a carrot'],0.6126282215118408,4.1
515,['There is no woman slicing a potato'],['A woman is slicing a potato'],0.622067391872406,3.9
516,['A woman is cooking prawns'],['A woman is boiling shrimps'],0.5842827558517456,4.1
517,['A woman is boiling shrimps'],['A woman is arranging her hair'],0.1474512368440628,1.2
518,['A woman is boiling shrimps'],['There is no woman combing her hair'],0.040763452649116516,1.0
519,['A woman is not boiling shrimps'],['A woman is combing her hair'],0.10486927628517151,1.5
520,['A man and a woman are hiking through a wooded area'],['A man and a woman are walking through a wooded area'],0.9059349298477173,4.5
521,['A man and a woman are walking together through wooded areas'],['A man and a woman are walking through a wooded area'],0.9637455940246582,4.5
522,['A man and a woman are walking together through the woods'],['A man and a woman are walking through a desert area'],0.5713053941726685,3.8
523,['A man is making a speech on a podium'],['A man is speaking on a podium'],0.9526618719100952,4.8
524,['A man is speaking on a podium'],['There is no man speaking on a podium'],0.6473501920700073,3.0
525,['A man is speaking on a podium'],['A podium is where a man is speaking'],0.9385947585105896,4.8
526,['A man is tanking on a stage in front of a crowd'],['A man is speaking on a stage'],0.5882732272148132,3.4
527,['A man is speaking on a podium'],['There is no man speaking on a stage'],0.3951182961463928,3.4
528,['A man is making a speech on a podium'],['A man is speaking on a stage'],0.6530088186264038,4.1
529,['A man is speaking on a stage'],['A man is speaking on a podium'],0.6661795973777771,4.3
530,['A woman is talking on a telephonic device'],['A woman is talking on a telephone'],0.7273944020271301,4.7
531,['A woman is not talking on a telephone'],['A woman is talking on a telephone'],0.6595104336738586,3.5
532,['A woman is talking on a telephonic device'],['Two boys are talking on the phone'],0.2403295487165451,2.5
533,['A woman is not talking on a telephone'],['Two boys are talking on the phone'],0.19485525786876678,2.8
534,['A woman is talking on a telephone'],['Two boys are talking on the phone'],0.4090576767921448,3.1
535,['A monkey is wading through a marsh'],['A monkey is wading through a river'],0.816091001033783,4.0
536,['A small monkey is walking in the river'],['A monkey is wading through a marsh'],0.5796737670898438,3.9
537,['A monkey is wading through a river'],['A small monkey is walking through water'],0.7060278654098511,4.3
538,['A small monkey is walking through water'],['There is no monkey wading through a marsh'],0.47239595651626587,3.7
539,['A man is slicing a tomato'],['There is no man slicing a tomato'],0.6569307446479797,3.3
540,['A man is slicing a red tomato'],['A man is slicing a bun'],0.45378780364990234,3.2
541,['A man is cutting a bun'],['A man is slicing a tomato'],0.298938125371933,2.9
542,['A woman is dancing and singing with other women'],['A woman is performing in the rain'],0.38057732582092285,3.4
543,['There is no woman dancing and singing in the rain'],['A woman is dancing and singing with other women'],0.3226543068885803,3.1
544,['A woman is removing the peel of a potato'],['A woman is peeling a potato'],0.9022583961486816,4.9
545,['A man is slicing a red tomato'],['A woman is slicing a tomato'],0.7347325682640076,3.1
546,['A woman is peeling a potato'],['A man is slicing a red tomato'],0.26885363459587097,2.3
547,['A woman is removing the peel of a potato'],['A woman is slicing a tomato'],0.5011300444602966,3.2
548,['A woman is slicing a tomato'],['There is no woman peeling a potato'],0.2857617735862732,1.8
549,['A woman is amalgamating eggs'],['A woman is mixing eggs'],0.7954885959625244,4.5
550,['The hungry woman is eating'],['A woman is mixing eggs'],0.3147351145744324,2.5
551,['The woman is eating'],['A woman is mixing eggs'],0.40857428312301636,2.2
552,['A band is performing on a stage'],['A band is playing onstage'],0.8753217458724976,4.9
553,['There is no man mixing'],['A man is mixing'],0.623172402381897,3.7
554,['A man is arranging the garden'],['A man is mowing a lawn'],0.41201069951057434,3.0
555,['A man is mixing'],['A man is arranging the garden'],0.22848939895629883,1.5
556,['A man is mixing'],['A man is not mowing a lawn'],0.09150617569684982,1.9
557,['A man is shaking a drink'],['A man is mowing a lawn'],-0.024342138320207596,1.6
558,['There is no man mixing'],['A man is mowing a lawn'],0.01648869924247265,1.2
559,['A man is walking in a yard'],['A man is walking outside'],0.728302001953125,4.1
560,['A man is dancing'],['A man is walking in a yard'],0.2653602063655853,2.2
561,['There is no man walking outside'],['A man is dancing'],0.20889000594615936,1.6
562,['A man is moving gracefully'],['A man is walking outside'],0.522088348865509,3.2
563,['A black cat is swinging on a fan'],['A cat is swinging on a fan'],0.911234974861145,4.5
564,['A cat is swinging on a fan'],['A cat is stuck on a ceiling fan that is moving'],0.6956087350845337,4.1
565,['A cat is playing on a moving ceiling fan'],['A cat is swinging on a fan'],0.7444539666175842,4.635
566,['A black cat is swinging on a fan'],['A cat is stuck on a moving ceiling fan'],0.6284258961677551,3.8
567,['A cat is stuck on a moving ceiling fan'],['There is no cat swinging on a fan'],0.504577100276947,2.8
568,['A man is playing flute'],['There is no man playing flute'],0.6194984912872314,3.5
569,['A man is playing flute'],['There is no man playing soccer'],0.09627664089202881,1.3
570,['A man is making music with a flute'],['A man is playing soccer'],0.21187728643417358,1.1
571,['A man is playing flute'],['A man is playing soccer'],0.24293072521686554,1.7
572,['A person is performing a card trick'],['A person is doing a trick with some cards'],0.9336881041526794,4.8
573,['A person is performing a card trick'],['A man is frying a tortilla'],0.11336947977542877,1.0
574,['A boy is spanking a man with a plastic sword'],['A boy is spanking a man with a toy weapon'],0.8620617985725403,4.5
575,['A boy is spanking a man with a plastic sword'],['A boy is spanking a woman with a plastic sword'],0.9064311981201172,3.5
576,['A boy is whacking a man with a sword'],['A man is being hit by a kid with a weapon'],0.5912069082260132,4.4
577,['A man is whacking a boy with a sword'],['A boy is spanking a man with a plastic sword'],0.7697421312332153,3.5
578,['A boy is whacking a man with a sword'],['A boy is spanking a woman with a plastic sword'],0.6749134659767151,3.5
579,['A boy is whacking a man with a sword'],['A man is spanking a boy with a plastic sword'],0.7391422986984253,3.3
580,['The lady is measuring the ankle of another woman'],['A woman is being measured by another woman'],0.764110267162323,4.4
581,['The woman is measuring a man'],['The lady is measuring the ankle of another woman'],0.6603672504425049,3.0
582,['There is no man making a phone call'],['A man is making a phone call'],0.6099563241004944,3.4
583,['A man is talking on a cell phone'],['A man is making a call on a cell phone'],0.8792447447776794,4.8
584,['A man is talking on a cell phone'],['A man is making a phone call'],0.7223636507987976,4.3
585,['A man is hanging up the phone'],['A man is making a phone call'],0.695711076259613,3.8
586,['A man is making a call on a cell phone'],['A man is talking on the phone'],0.8112828731536865,4.2
587,['There is no dog rolling from side to side'],['A dog is rolling from side to side'],0.7069036364555359,3.8
588,['There is no puppy rolling'],['A puppy is repeatedly rolling from side to side on its back'],0.5989514589309692,3.8
589,['A dog is rolling from side to side'],['There is no puppy rolling'],0.5605364441871643,3.6
590,['A puppy is repeatedly rolling from side to side on its back'],['An animal is rolling from side to side in a garden'],0.6506113409996033,4.1
591,['A machine is sharpening a pencil'],['A pencil is being sharpened'],0.7795397639274597,4.5
592,['A machine is sharpening a knife'],['A machine is sharpening a pencil'],0.8148654103279114,2.9
593,['The machine is not shaving a pencil'],['The machine is shaving the end of a pencil'],0.815942108631134,3.8
594,['A machine is sharpening a knife'],['The machine is shaving the end of a pencil'],0.5712254047393799,2.1
595,['There is no man playing a keyboard'],['A man is playing a keyboard'],0.6128023862838745,3.7
596,['A man is playing a keyboard'],['A pianist is playing the keyboard'],0.7556651830673218,4.2
597,['A person is not playing the keyboard'],['A man is playing a keyboard'],0.6300338506698608,2.6
598,['A man is playing a keyboard in a park'],['A person is playing the keyboard'],0.6845254302024841,4.3
599,['A man is rinsing a large steak'],['A man is rinsing a large piece of meat'],0.7999556064605713,4.6
600,['A steak is being rinsed with water by a person'],['A person is rinsing a steak with water'],0.9210647940635681,5.0
601,['Nobody is rinsing a steak with water'],['A person is rinsing a steak with water'],0.736781895160675,4.0
602,['A steak is being rinsed with water by a person'],['A man is rinsing a large steak'],0.6664076447486877,4.2
